Date,Open,High,Low,Close,Adj Close,Volume
2003-01-10,22.063000,22.132999,21.933001,22.110001,17.200031,30540
2003-01-13,24.667000,24.667000,21.799999,21.993000,17.109013,59040
2003-01-14,22.263000,22.466999,22.136999,22.393000,17.420179,45600
2003-01-15,22.267000,22.627001,21.653000,21.907000,17.042109,50295
2003-01-16,20.667000,22.466999,20.667000,22.423000,17.443521,150120
2003-01-17,22.333000,22.433001,22.267000,22.297001,17.345501,89235
2003-01-20,22.407000,22.407000,22.136999,22.309999,17.355616,29775
2003-01-21,20.733000,22.533001,20.667000,22.306999,17.353283,31245
2003-01-22,22.462999,22.462999,22.267000,22.377001,17.407732,207600
2003-01-23,22.527000,22.527000,22.070000,22.230000,17.293379,61650
2003-01-24,22.132999,22.333000,22.132999,22.299999,17.347830,60285
2003-01-27,22.070000,22.320000,21.799999,22.097000,17.189915,23250
2003-01-28,22.033001,22.400000,22.033001,22.187000,17.259928,60855
2003-01-29,22.200001,22.263000,21.757000,21.980000,17.098900,33105
2003-01-30,22.010000,22.080000,21.733000,22.020000,17.130016,17520
2003-01-31,21.806999,22.066999,21.667000,21.730000,16.904417,26985
2003-02-03,21.400000,22.160000,21.400000,21.597000,16.800949,54750
2003-02-04,21.533001,21.933001,21.533001,21.853001,17.000099,18540
2003-02-05,21.646999,22.107000,21.646999,22.000000,17.114452,108795
2003-02-06,21.870001,22.000000,21.833000,22.000000,17.114452,49860
2003-02-07,21.740000,21.923000,21.740000,21.886999,17.026545,24570
2003-02-10,21.667000,21.947001,21.466999,21.687000,16.870960,20490
2003-02-11,22.013000,22.013000,21.667000,21.709999,16.888857,22020
2003-02-12,21.863001,21.863001,21.667000,21.777000,16.940979,4545
2003-02-13,21.777000,21.777000,21.777000,21.777000,16.940979,0
2003-02-14,21.667000,21.700001,21.400000,21.617001,16.816509,46095
2003-02-17,21.542999,21.857000,21.367001,21.510000,16.733273,21525
2003-02-18,21.667000,21.863001,21.337000,21.400000,16.647701,66765
2003-02-19,21.650000,21.650000,21.363001,21.500000,16.725489,47265
2003-02-20,21.466999,21.667000,21.400000,21.603001,16.805620,149370
2003-02-21,21.600000,21.733000,21.556999,21.673000,16.860075,34065
2003-02-24,21.783001,21.797001,21.433001,21.480000,16.709932,13755
2003-02-25,21.466999,21.600000,21.466999,21.587000,16.793169,22545
2003-02-26,21.667000,21.667000,21.333000,21.340000,16.601021,16515
2003-02-27,21.350000,21.600000,21.340000,21.423000,16.665590,10200
2003-02-28,21.473000,21.646999,21.003000,21.177000,16.474222,45405
2003-03-03,21.549999,21.549999,20.933001,21.023001,16.354420,122715
2003-03-04,21.667000,21.667000,20.733000,20.833000,16.206615,58515
2003-03-05,21.299999,21.299999,20.667000,20.773001,16.159941,212100
2003-03-06,20.900000,21.007000,20.870001,20.930000,16.282072,16500
2003-03-07,20.933001,21.450001,20.867001,21.343000,16.603352,49020
2003-03-10,21.667000,22.066999,21.400000,21.903000,17.038996,97065
2003-03-11,21.667000,22.200001,21.667000,22.163000,17.241259,568125
2003-03-12,22.000000,22.100000,21.933001,22.049999,17.153357,31560
2003-03-13,21.993000,22.200001,21.867001,22.139999,17.223362,41265
2003-03-14,22.139999,22.139999,22.139999,22.139999,17.223362,0
2003-03-17,22.033001,22.330000,21.770000,22.040001,17.145575,76605
2003-03-18,22.040001,22.040001,22.040001,22.040001,17.145575,0
2003-03-19,22.333000,23.933001,22.000000,22.617001,17.594440,314415
2003-03-20,22.333000,23.000000,22.280001,22.933001,17.840263,142350
2003-03-21,22.933001,23.063000,22.816999,23.027000,17.913389,190095
2003-03-24,22.333000,23.290001,22.333000,23.219999,18.063530,279615
2003-03-25,22.993000,23.132999,22.533001,22.790001,17.729027,229980
2003-03-26,22.783001,22.783001,22.476999,22.583000,17.567991,19845
2003-03-27,22.400000,22.667000,22.367001,22.566999,17.555542,30765
2003-03-28,22.367001,22.367001,22.080000,22.207001,17.275480,12105
2003-03-31,22.132999,22.333000,21.886999,22.000000,17.114452,179940
2003-04-01,21.533001,21.966999,21.367001,21.917000,17.049891,23235
2003-04-02,21.933001,22.059999,21.799999,21.983000,17.101229,4500
2003-04-03,21.980000,22.059999,21.867001,21.966999,17.088783,6915
2003-04-04,21.933001,22.103001,21.877001,22.013000,17.124575,12075
2003-04-07,22.000000,22.267000,21.673000,21.913000,17.046774,26325
2003-04-08,22.000000,22.466999,21.733000,21.816999,16.972092,23265
2003-04-09,22.000000,22.066999,21.733000,21.802999,16.961208,13515
2003-04-10,21.600000,22.000000,21.400000,21.563000,16.774506,57330
2003-04-11,21.632999,21.867001,21.533001,21.593000,16.797838,18165
2003-04-14,null,null,null,null,null,null
2003-04-15,21.867001,21.867001,21.600000,21.683001,16.867851,22275
2003-04-16,21.600000,21.933001,21.466999,21.632999,16.828953,438645
2003-04-17,22.132999,22.132999,21.613001,21.860001,17.005545,62925
2003-04-18,21.860001,21.860001,21.860001,21.860001,17.005545,0
2003-04-21,21.726999,22.260000,21.533001,21.547001,16.762054,63705
2003-04-22,21.860001,22.333000,21.670000,21.962999,17.085667,63855
2003-04-23,21.933001,21.933001,21.673000,21.709999,16.888857,20715
2003-04-24,21.667000,21.867001,21.603001,21.809999,16.966646,15945
2003-04-25,21.503000,21.760000,21.503000,21.620001,16.818846,74355
2003-04-28,21.667000,21.799999,21.667000,21.726999,16.902079,15270
2003-04-29,21.799999,22.200001,21.770000,21.950001,17.075562,116415
2003-04-30,22.000000,22.146999,22.000000,22.080000,17.176689,413175
2003-05-01,22.080000,22.080000,22.080000,22.080000,17.176689,0
2003-05-02,22.000000,24.667000,22.000000,23.730000,18.460274,136125
2003-05-05,23.933001,24.000000,22.670000,22.780001,17.721239,78720
2003-05-06,23.000000,23.000000,22.466999,22.610001,17.588991,63255
2003-05-07,22.733000,23.000000,22.667000,22.920000,17.830153,282525
2003-05-08,22.816999,22.816999,22.650000,22.740000,17.690126,53295
2003-05-09,22.670000,22.847000,22.600000,22.757000,17.703352,71700
2003-05-12,22.667000,22.850000,22.632999,22.677000,17.641117,82605
2003-05-13,22.867001,22.867001,22.427000,22.542999,17.536869,20355
2003-05-14,22.593000,22.670000,22.400000,22.452999,17.466862,62280
2003-05-15,22.466999,22.867001,22.466999,22.790001,17.729027,53535
2003-05-16,22.799999,26.660000,22.799999,24.683001,19.201637,2249550
2003-05-19,25.097000,25.600000,24.533001,24.667000,19.189196,555705
2003-05-20,24.983000,24.983000,24.450001,24.520000,19.074837,221070
2003-05-21,24.799999,24.833000,23.877001,24.000000,18.670315,190545
2003-05-22,24.333000,24.559999,23.947001,24.127001,18.769115,189105
2003-05-23,24.273001,24.900000,24.146999,24.816999,19.305887,182670
2003-05-26,25.250000,25.667000,25.132999,25.363001,19.730633,284715
2003-05-27,25.660000,25.660000,24.600000,24.733000,19.240536,394035
2003-05-28,25.000000,25.840000,24.893000,25.413000,19.769529,797115
2003-05-29,26.600000,26.600000,24.903000,25.253000,19.645061,604125
2003-05-30,25.333000,25.333000,25.000000,25.177000,19.585941,201765
2003-06-02,25.386999,25.660000,24.872999,25.183001,19.590611,147870
2003-06-03,25.386999,25.420000,25.000000,25.243000,19.637283,102840
2003-06-04,25.333000,25.527000,25.200001,25.462999,19.808430,774795
2003-06-05,25.533001,25.600000,25.287001,25.459999,19.806097,158595
2003-06-06,25.466999,25.723000,25.343000,25.542999,19.870661,147435
2003-06-09,25.667000,25.733000,25.306999,25.503000,19.839544,164475
2003-06-10,24.870001,25.559999,24.549999,24.680000,19.199303,242505
2003-06-11,25.180000,25.263000,25.000000,25.042999,19.481695,68595
2003-06-12,25.593000,25.593000,25.077000,25.120001,19.541601,99360
2003-06-13,25.263000,25.323000,24.882999,25.093000,19.520594,65265
2003-06-16,25.000000,25.306999,24.777000,24.877001,19.352560,104565
2003-06-17,25.066999,25.462999,25.066999,25.193001,19.598392,144405
2003-06-18,25.107000,25.559999,25.107000,25.487000,19.827093,120420
2003-06-19,25.400000,25.600000,25.370001,25.427000,19.780418,53400
2003-06-20,25.333000,25.533001,25.202999,25.447001,19.795982,71700
2003-06-23,25.400000,25.533001,23.733000,25.302999,19.683956,82275
2003-06-24,25.367001,25.457001,25.270000,25.400000,19.759413,37845
2003-06-25,25.490000,25.490000,25.267000,25.347000,19.718182,33255
2003-06-26,25.466999,25.533001,25.200001,25.277000,19.663727,74235
2003-06-27,25.233000,25.400000,25.013000,25.202999,19.606167,161685
2003-06-30,25.327000,25.600000,25.146999,25.309999,19.689398,167025
2003-07-01,25.527000,25.667000,25.267000,25.487000,19.827093,115755
2003-07-02,25.360001,25.607000,25.350000,25.523001,19.855104,332415
2003-07-03,25.566999,26.927000,25.566999,26.483000,20.601917,301605
2003-07-04,27.059999,27.059999,26.132999,26.443001,20.570797,181125
2003-07-07,26.667000,26.867001,26.417000,26.673000,20.749720,116925
2003-07-08,26.667000,27.000000,26.542999,26.792999,20.843073,179265
2003-07-09,26.597000,26.597000,25.767000,26.136999,20.667004,69390
2003-07-10,26.132999,26.333000,25.799999,25.987000,20.548405,92085
2003-07-11,26.066999,27.533001,26.066999,26.457001,20.920038,145980
2003-07-14,26.799999,26.867001,26.403000,26.750000,21.151714,129375
2003-07-15,26.799999,26.799999,26.466999,26.733000,21.138269,252870
2003-07-16,26.799999,26.799999,26.417000,26.559999,21.001484,262140
2003-07-17,26.667000,26.867001,26.333000,26.417000,20.888407,63255
2003-07-18,26.617001,26.920000,26.533001,26.790001,21.183348,202980
2003-07-21,24.379999,26.790001,24.379999,26.552999,20.995947,69765
2003-07-22,26.500000,26.663000,26.337000,26.469999,20.930319,46455
2003-07-23,26.466999,26.632999,26.202999,26.393000,20.869434,29625
2003-07-24,26.233000,26.333000,25.700001,26.270000,20.772175,85785
2003-07-25,26.787001,26.787001,26.132999,26.250000,20.756359,103485
2003-07-28,26.667000,26.667000,26.437000,26.540001,20.985666,47220
2003-07-29,26.667000,26.733000,26.430000,26.690001,21.104273,84915
2003-07-30,26.667000,26.933001,26.667000,26.743000,21.146183,85485
2003-07-31,26.993000,26.993000,26.132999,26.566999,21.007015,110070
2003-08-01,26.667000,27.000000,26.400000,26.940001,21.301956,1740705
2003-08-04,27.260000,27.667000,26.643000,26.867001,21.244230,237840
2003-08-05,27.667000,27.667000,26.882999,26.976999,21.331211,245820
2003-08-06,26.806999,27.333000,26.799999,26.910000,21.278229,212835
2003-08-07,27.667000,27.667000,26.920000,26.976999,21.331211,278445
2003-08-08,27.260000,27.400000,27.170000,27.287001,21.576338,186285
2003-08-11,27.333000,27.733000,27.267000,27.343000,21.620613,255195
2003-08-12,27.333000,28.333000,27.333000,27.820000,21.997784,255045
2003-08-13,27.933001,28.400000,27.867001,28.333000,22.403427,194340
2003-08-14,28.400000,29.333000,28.283001,29.190001,23.081064,314325
2003-08-15,29.190001,29.190001,29.190001,29.190001,23.081064,0
2003-08-18,29.132999,30.799999,29.132999,30.607000,24.201519,355650
2003-08-19,32.000000,32.400002,29.690001,30.240000,23.911327,324015
2003-08-20,29.066999,30.660000,28.673000,29.273001,23.146698,512505
2003-08-21,29.379999,29.993000,28.806999,29.056999,22.975899,613995
2003-08-22,28.799999,29.905001,27.200001,29.395000,23.243170,866350
2003-08-25,28.260000,30.299999,28.260000,29.535000,23.353868,698550
2003-08-26,29.600000,30.575001,29.600000,30.445000,24.073420,418790
2003-08-27,30.500000,30.700001,30.200001,30.434999,24.065510,510090
2003-08-28,30.400000,30.799999,30.225000,30.495001,24.112961,985060
2003-08-29,30.950001,30.950001,30.334999,30.750000,24.314592,841230
2003-09-01,30.900000,30.900000,30.004999,30.250000,23.919233,318830
2003-09-02,30.594999,30.600000,29.900000,30.004999,23.725506,254850
2003-09-03,30.379999,30.799999,29.700001,30.030001,23.745272,368240
2003-09-04,30.000000,30.700001,29.799999,30.475000,24.097141,756980
2003-09-05,30.600000,30.600000,29.799999,30.100000,23.800627,175970
2003-09-08,30.500000,30.600000,30.290001,30.480000,24.101095,275670
2003-09-09,30.500000,30.700001,30.000000,30.594999,24.192028,418640
2003-09-10,30.299999,30.799999,30.200001,30.570000,24.172260,606180
2003-09-11,30.700001,31.500000,30.700001,31.025000,24.532042,540430
2003-09-12,31.490000,32.400002,31.100000,31.330000,24.773203,801660
2003-09-15,31.500000,31.500000,30.600000,30.745001,24.310642,890410
2003-09-16,30.105000,31.000000,30.105000,30.895000,24.429243,810680
2003-09-17,30.600000,31.100000,30.305000,30.745001,24.310642,355900
2003-09-18,30.600000,30.799999,30.250000,30.365000,24.010164,60100
2003-09-19,30.200001,30.799999,29.900000,30.200001,23.879700,106600
2003-09-22,30.010000,30.700001,30.010000,30.590000,24.188080,199530
2003-09-23,30.600000,30.650000,30.100000,30.459999,24.085279,143870
2003-09-24,30.500000,30.600000,30.325001,30.485001,24.105051,203100
2003-09-25,30.200001,30.500000,30.150000,30.235001,23.907377,57500
2003-09-26,30.480000,30.900000,30.235001,30.535000,24.144583,245540
2003-09-29,29.850000,30.799999,29.850000,30.180000,23.863880,204920
2003-09-30,30.200001,30.600000,30.180000,30.360001,24.006214,250440
2003-10-01,30.299999,30.500000,30.205000,30.370001,24.014118,95330
2003-10-02,30.370001,30.370001,30.370001,30.370001,24.014118,0
2003-10-03,30.110001,30.500000,30.110001,30.480000,24.101095,205510
2003-10-06,30.480000,30.500000,30.010000,30.059999,23.768991,229530
2003-10-07,30.200001,30.500000,30.100000,30.325001,23.978535,395390
2003-10-08,30.299999,30.500000,30.200001,30.465000,24.089239,204610
2003-10-09,30.500000,30.500000,30.205000,30.340000,23.990395,205130
2003-10-10,30.490000,30.500000,30.305000,30.450001,24.077370,294850
2003-10-13,30.600000,31.379999,30.299999,31.230000,24.694134,376790
2003-10-14,31.200001,31.200001,30.799999,30.875000,24.413424,577020
2003-10-15,30.719999,30.900000,30.299999,30.530001,24.140633,407450
2003-10-16,30.500000,30.795000,30.004999,30.245001,23.915276,310910
2003-10-17,30.110001,30.500000,30.105000,30.469999,24.093189,431020
2003-10-20,30.400000,30.500000,29.610001,29.700001,23.484337,772350
2003-10-21,29.700001,29.990000,29.000000,29.075001,22.990139,172940
2003-10-22,32.299999,32.299999,28.760000,28.975000,22.911076,160360
2003-10-23,29.990000,29.990000,28.309999,28.480000,22.519659,278100
2003-10-24,28.250000,29.200001,28.215000,28.945000,22.887341,158570
2003-10-27,28.995001,29.100000,28.250000,28.340000,22.408960,125440
2003-10-28,28.850000,28.889999,28.200001,28.280001,22.361517,117530
2003-10-29,28.500000,28.600000,28.200001,28.330000,22.401060,597950
2003-10-30,28.299999,28.400000,28.100000,28.315001,22.389189,356230
2003-10-31,28.410000,28.410000,27.299999,27.440001,21.697308,1111650
2003-11-03,27.750000,28.500000,27.750000,28.219999,22.314074,404740
2003-11-04,28.365000,29.000000,28.200001,28.674999,22.673845,372160
2003-11-05,28.575001,29.650000,28.575001,29.445000,23.282705,397700
2003-11-06,29.700001,31.250000,29.600000,30.920000,24.449015,783700
2003-11-07,30.200001,31.395000,28.115000,30.680000,24.536980,577800
2003-11-10,29.504999,30.889999,29.504999,30.424999,24.333042,396190
2003-11-11,30.700001,30.709999,30.165001,30.440001,24.345047,497660
2003-11-12,30.700001,30.799999,30.325001,30.535000,24.421021,219260
2003-11-13,30.760000,30.799999,30.305000,30.655001,24.516991,211960
2003-11-14,30.700001,30.740000,30.200001,30.650000,24.512995,389880
2003-11-17,30.500000,30.900000,30.299999,30.645000,24.508991,219580
2003-11-18,30.900000,30.900000,30.405001,30.635000,24.500999,152970
2003-11-19,30.400000,30.590000,30.299999,30.535000,24.421021,349760
2003-11-20,30.500000,30.570000,30.200001,30.459999,24.361036,129080
2003-11-21,30.215000,30.600000,29.305000,30.510000,24.401024,171020
2003-11-24,30.250000,30.790001,30.110001,30.695000,24.548985,200900
2003-11-25,30.900000,30.900000,30.325001,30.695000,24.548985,150150
2003-11-26,30.695000,30.695000,30.695000,30.695000,24.548985,0
2003-11-27,30.600000,30.990000,30.400000,30.770000,24.608965,741340
2003-11-28,31.000000,31.299999,30.555000,30.955000,24.756926,262930
2003-12-01,30.900000,31.174999,30.670000,30.905001,24.716938,727640
2003-12-02,30.900000,31.075001,30.799999,30.985001,24.780918,312450
2003-12-03,30.900000,31.395000,30.815001,31.135000,24.900887,602760
2003-12-04,31.125000,31.500000,30.910000,31.320000,25.048843,812320
2003-12-05,31.480000,31.934999,31.299999,31.709999,25.360752,605890
2003-12-08,31.700001,33.000000,31.500000,31.985001,25.580690,454460
2003-12-09,32.490002,32.990002,31.799999,32.020000,25.608677,375160
2003-12-10,32.009998,32.544998,32.009998,32.415001,25.924593,362580
2003-12-11,32.400002,32.900002,32.400002,32.799999,26.232496,472900
2003-12-12,32.849998,33.000000,32.400002,32.750000,26.192514,200750
2003-12-15,32.990002,33.259998,32.805000,32.959999,26.360462,546900
2003-12-16,32.750000,32.994999,32.250000,32.439999,25.944590,213420
2003-12-17,32.500000,32.980000,32.500000,32.610001,26.080549,196640
2003-12-18,32.939999,33.215000,31.900000,32.525002,26.012569,339600
2003-12-19,32.799999,32.900002,31.945000,31.980000,25.576689,549840
2003-12-22,32.525002,32.790001,32.130001,32.404999,25.916590,230900
2003-12-23,32.790001,32.790001,32.099998,32.160000,25.720648,137650
2003-12-24,32.349998,32.500000,32.110001,32.355000,25.876602,182310
2003-12-25,32.355000,32.355000,32.355000,32.355000,25.876602,0
2003-12-26,32.599998,32.700001,32.125000,32.560001,26.040558,241890
2003-12-29,32.799999,33.250000,32.555000,32.665001,26.124540,589810
2003-12-30,32.900002,32.900002,32.299999,32.345001,25.868610,194050
2003-12-31,32.500000,33.750000,32.500000,33.480000,26.776352,985760
2004-01-01,33.099998,34.299999,33.099998,33.615002,26.884314,476740
2004-01-02,33.910000,34.000000,33.200001,33.509998,26.800337,334800
2004-01-05,33.895000,34.599998,33.500000,34.044998,27.228218,773080
2004-01-06,34.000000,34.380001,32.349998,32.825001,26.252495,542030
2004-01-07,33.200001,33.349998,32.599998,32.895000,26.308483,371970
2004-01-08,32.650002,33.799999,32.650002,33.669998,26.928299,393620
